CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
-6109.871698602641,-6151.960033411984,-6141.164140840071,-6190.114461197193,-125804.87141667264,-147014.26291635787,-125159.80007169249,-146314.3403904844
-6120.309963263269,-6159.403164315601,-6146.349745553702,-6193.713092054498,-125807.0395358848,-147015.40285532508,-125158.95070540319,-146312.21697476113
-6122.008695841872,-6160.319585838269,-6146.640318231621,-6193.578981587766,-125806.5925009957,-147014.73230299144,-125157.72135945814,-146310.42883520472
-6109.625829413632,-6150.976556655951,-6139.621870472654,-6187.991045473939,-125802.90446316058,-147012.00539016788,-125156.87199316884,-146310.96527707163
-6104.641390400099,-6147.154408354093,-6136.716143693465,-6185.487650094945,-125801.42924802653,-147010.79839596731,-125156.55906874646,-146311.1440910273
-6114.565564938255,-6154.061097390783,-6141.588823984722,-6188.996873974428,-125803.46325677197,-147012.02774191234,-125156.04497862399,-146309.31124798194
-6117.560698695266,-6155.5810160137435,-6141.857044918185,-6188.594542574232,-125802.25626257138,-147010.32900933374,-125153.25101056708,-146305.8914310803
-6109.268201502347,-6150.104838622194,-6138.4372280165235,-6186.359368128702,-125801.78687593782,-147010.68663724503,-125155.26266756805,-146309.02067530403
-6104.149652022083,-6146.819132187264,-6136.582033226733,-6185.286484394847,-125802.21155908247,-147011.75952097887,-125157.49784201359,-146312.17227127223
-6113.515032948856,-6153.614062501677,-6141.633527473632,-6189.17568793007,-125805.00552713938,-147013.70412274648,-125157.96722864715,-146311.5911259164
-6120.77934989683,-6158.665556748576,-6145.098047864205,-6191.65673156461,-125806.16781785105,-147014.28526810234,-125157.11786235785,-146309.66887589323
-6110.16227128056,-6150.395411300113,-6138.325469294246,-6185.84527800623,-125801.80922768227,-147010.57487852275,-125154.6368187233,-146308.26071599254
-6102.361512465658,-6145.075696119749,-6134.838597159219,-6183.475993093967,-125801.18337883752,-147010.68663724503,-125156.42495827973,-146311.1887945162
-6110.721064891943,-6151.602405500699,-6140.135960595127,-6187.991045473939,-125804.91612016155,-147013.77117797986,-125158.57072574744,-146312.32873348342
-6119.929983607529,-6158.062059648283,-6144.583957741733,-6191.254400164414,-125806.57014925125,-147014.66524775806,-125157.63195248033,-146310.294724738
-6113.4926812044005,-6153.099972379205,-6140.627698973143,-6188.058100707305,-125804.37967829463,-147012.92181169055,-125156.76023444656,-146310.07120729343
-6103.188527010504,-6145.589786242222,-6135.352687281691,-6184.146545427626,-125802.50213176038,-147012.02774191234,-125157.65430422478,-146312.14991952776
-6108.30707649077,-6149.45663803299,-6138.459579760979,-6186.649940806621,-125804.71495446147,-147014.03939891333,-125158.90600191428,-146312.82047186143
-6118.9465068514955,-6157.235045103436,-6144.002812385895,-6190.5614960862995,-125807.06188762927,-147015.44755881402,-125158.25780132507,-146310.9876288161
-6116.4878149614115,-6155.469257291467,-6142.728762951942,-6189.6227228191765,-125806.52544576234,-147015.06757915826,-125158.21309783615,-146311.41231196074
-6106.8542131011745,-6149.031954888339,-6138.571338483255,-6187.0969756957265,-125806.07841087323,-147015.60402102518,-125160.6941414707,-146315.3909224738
-6111.168099781049,-6152.921158423563,-6142.304079807292,-6190.7403100419415,-125809.85585568618,-147019.31441060477,-125164.40453105028,-146318.83309111992
-6119.281783018325,-6157.88324569264,-6144.986289141928,-6191.857897264707,-125809.27471033034,-147017.70508500398,-125160.87295542634,-146313.9827625731
-6116.644277172599,-6155.111629380182,-6142.058210618283,-6188.907466996607,-125806.27957657333,-147014.66524775806,-125157.63195248033,-146310.51824218253
-6105.513108433856,-6147.199111843003,-6136.537329737822,-6184.995911716928,-125804.31262306127,-147013.77117797986,-125158.68248446973,-146312.90987883924
-6104.753149122375,-6146.93089090954,-6136.693791949009,-6185.308836139302,-125805.25139632839,-147015.0005239249,-125160.2918100705,-146314.76507362904
-6115.906669605573,-6154.955167168995,-6142.460542018479,-6189.667426308087,-125808.0900678742,-147016.85571871468,-125160.22475483714,-146313.37926547282
-6118.4771202179345,-6156.609196258688,-6143.466370518968,-6190.069757708283,-125808.02301264084,-147016.38633208114,-125159.15187110328,-146311.8816985943
-6106.362474723158,-6147.601443243199,-6136.5596814822775,-6184.638283805643,-125804.37967829463,-147013.72647449095,-125158.32485655844,-146312.41814046123
-6103.121471777138,-6145.545082753311,-6135.397390770601,-6184.258304149903,-125805.0949341172,-147014.88876520263,-125160.31416181495,-146314.9438875847
-6114.476157960434,-6154.128152624149,-6141.968803640461,-6189.645074563632,-125809.00648939688,-147017.950954193,-125161.63291473781,-146315.0332945625
-6119.25943127387,-6157.16798987007,-6143.868701919163,-6190.650903064121,-125809.07354463024,-147017.39216058163,-125159.91183041476,-146312.66400965024
-6109.3799602246245,-6149.8813211776405,-6138.4372280165235,-6186.337016384246,-125806.54779750679,-147015.64872451412,-125159.6883129702,-146313.60278291735
-6102.965009565951,-6145.478027519945,-6135.509149492878,-6184.303007638813,-125806.03370738433,-147015.89459370312,-125161.25293508208,-146316.01677131854
-6112.576259681733,-6152.764696212375,-6141.208844328981,-6188.929818741062,-125809.52057951935,-147018.75561699338,-125162.75050196059,-146316.4414544632
-6121.785178397319,-6159.559626526789,-6146.416800787068,-6192.9084292541065,-125812.2921958318,-147020.76727399437,-125163.15283336079,-146315.8826608518
-6111.704541647976,-6151.512998522878,-6139.778332683842,-6187.253437906914,-125807.77714345184,-147016.92277394806,-125160.47062402614,-146314.07216955093
-6102.182698510015,-6144.583957741733,-6134.771541925853,-6183.5206965828775,-125805.81018993977,-147015.80518672528,-125161.0964728709,-146315.793253874
-6108.038855557305,-6148.7637339548755,-6137.699620449498,-6185.733519283953,-125807.33010856273,-147016.83336697024,-125161.0964728709,-146315.14505328477
-6117.694809161998,-6155.648071247109,-6142.460542018479,-6189.153336185615,-125809.23000684143,-147017.81684372626,-125160.31416181495,-146313.02163756153
-6110.117567791649,-6149.546045010811,-6137.140826838116,-6184.4594698500005,-125805.31845156175,-147014.32997159124,-125157.52019375804,-146310.8311666049
-6101.042759542795,-6143.466370518968,-6133.251623302892,-6181.911370982096,-125804.91612016155,-147014.86641345816,-125160.00123739259,-146314.5415561845
-6107.413006712557,-6148.830789188241,-6137.990193127417,-6186.292312895336,-125809.00648939688,-147018.71091350447,-125163.37635080534,-146317.38022773032
-6116.912498106062,-6155.290443335824,-6142.102914107194,-6188.952170485517,-125810.01231789737,-147018.73326524894,-125161.43174903771,-146314.11687303983
-6112.866832359652,-6151.691812478521,-6138.839559416719,-6185.934684984051,-125807.3971637961,-147016.27457335885,-125159.21892633665,-146312.10521603885
-6100.193393253493,-6142.237024573926,-6131.709352935476,-6180.324397125769,-125803.79853293879,-147013.70412274648,-125158.57072574744,-146312.9322305837
-6102.205050254471,-6144.181626341538,-6133.631602958632,-6182.201943660015,-125805.87724517313,-147015.73813149193,-125160.62708623733,-146314.9438875847
-6114.5432131938005,-6153.189379357026,-6140.4935885064115,-6187.499307095923,-125809.60998649718,-147018.35328559318,-125161.3423420599,-146314.20628001765
-6114.654971916077,-6152.8764549346515,-6139.867739661663,-6186.716996039987,-125808.60415799668,-147017.28040185935,-125159.97888564813,-146312.70871313915
-6102.137995021105,-6143.622832730154,-6132.893995391607,-6181.12905992616,-125805.05023062829,-147014.73230299144,-125159.30833331446,-146313.535727684
-6099.366378708646,-6141.4994170069,-6131.351725024191,-6179.944417470028,-125804.60319573918,-147014.57584078025,-125159.59890599239,-146314.0945212954
-6110.4975474473895,-6149.635451988632,-6137.297289049303,-6184.437118105545,-125807.50892251838,-147016.60984952567,-125159.73301645911,-146312.82047186143
-6112.73272189292,-6150.663632233576,-6137.409047771579,-6184.03478670535,-125806.43603878452,-147015.17933788055,-125157.52019375804,-146310.1829660157
-6100.662779887054,-6141.655879218088,-6130.50235873489,-6178.513905824889,-125802.92681490503,-147012.47477680145,-125156.60377223538,-146310.47353869362
-6096.192430995993,-6138.7278006944425,-6128.714219178465,-6177.441022091034,-125803.15033234959,-147013.07827390174,-125158.25780132507,-146312.7310648836
-6110.095216047194,-6149.680155477543,-6137.766675682864,-6185.264132650392,-125809.52057951935,-147018.66621001557,-125162.25876358256,-146315.5920881739
-6116.085483561216,-6153.88228343514,-6140.538291995322,-6187.141679184638,-125810.3475940642,-147018.95678269348,-125161.31999031545,-146313.781596873
-6105.200184011482,-6145.634489731132,-6134.100989592193,-6181.777260515364,-125806.54779750679,-147015.93929719203,-125159.75536820358,-146313.31221023944
-6097.4664804299455,-6139.979498383939,-6130.055323845783,-6178.715071524986,-125805.0949341172,-147015.20168962498,-125160.42592053724,-146314.9438875847
-6107.345951479191,-6147.7132019654755,-6136.179701826537,-6183.8112692607965,-125809.27471033034,-147018.73326524894,-125162.6387432383,-146316.19558527417
-6115.169062038549,-6153.055268890294,-6139.621870472654,-6186.269961150881,-125810.16878010855,-147019.0014861824,-125161.18587984871,-146313.71454163964
-6107.63652415711,-6147.489684520922,-6135.352687281691,-6182.827792504763,-125807.93360566303,-147017.30275360378,-125160.62708623733,-146314.00511431755
-6098.606419397166,-6141.11943735116,-6131.016448857361,-6179.720900025475,-125806.86072192917,-147016.94512569252,-125162.01289439356,-146316.66497190774
-6105.289590989303,-6146.21563508697,-6135.173873326048,-6183.028958204861,-125809.58763475272,-147019.22500362695,-125163.4434060387,-146317.38022773032
-6114.073826560239,-6152.116495623171,-6138.951318138996,-6185.420594861579,-125810.41464929756,-147019.09089316023,-125161.47645252664,-146314.11687303983
-6107.658875901566,-6146.729725209442,-6134.369210525658,-6181.397280859624,-125807.06188762927,-147016.11811114766,-125159.08481586991,-146312.2393265056
-6096.304189718269,-6138.4372280165235,-6128.222480800448,-6176.703414524009,-125804.37967829463,-147014.48643380243,-125159.39774029229,-146313.9827625731
-6099.835765342208,-6141.11943735116,-6130.50235873489,-6178.513905824889,-125806.1454661066,-147015.96164893647,-125160.58238274841,-146314.76507362904
-6111.458672458968,-6149.5907484997215,-6136.693791949009,-6183.185420416048,-125809.16295160806,-147018.01800942636,-125160.67178972624,-146313.37926547282
-6108.329428235224,-6146.93089090954,-6134.123341336649,-6180.637321548143,-125806.92777716253,-147015.78283498084,-125158.54837400299,-146311.50171893855
-6097.131204263116,-6138.951318138996,-6128.557756967278,-6176.703414524009,-125804.93847190602,-147014.91111694707,-125159.50949901456,-146313.9380590842
-6099.92517232003,-6141.767637940364,-6131.552890724289,-6179.676196536565,-125808.26888182985,-147018.19682338202,-125162.95166766069,-146317.42493121923
-6110.564602680755,-6149.210768843981,-6136.604384971188,-6183.297179138324,-125810.16878010855,-147019.18030013805,-125162.07994962693,-146314.9885910736
-6109.312904991259,-6147.333222309736,-6134.279803547836,-6180.637321548143,-125807.2407015849,-147016.14046289213,-125158.52602225853,-146311.25584974955
-6097.511183918856,-6138.7278006944425,-6127.998963355895,-6175.854048234707,-125804.35732655018,-147014.41937856906,-125158.61542923635,-146312.6416579058
-6098.114681019149,-6140.270071061858,-6130.211786056971,-6178.580961058255,-125807.8889021741,-147018.24152687093,-125163.0410746385,-146317.44728296367
-6110.385788725113,-6149.45663803299,-6137.364344282669,-6184.191248916537,-125812.02397489834,-147021.46017807248,-125164.44923453919,-146317.55904168595
-6114.096178304694,-6151.892978178618,-6138.750152438897,-6184.928856483562,-125812.06867838725,-147020.92373620556,-125163.08577812741,-146315.68149515172
-6102.316808976747,-6142.907576907584,-6131.888166891118,-6179.385623858646,-125808.26888182985,-147017.99565768192,-125161.83408043791,-146315.72619864062
-6097.44412868549,-6139.733629194931,-6129.988268612417,-6178.22333314697,-125808.33593706322,-147018.68856176003,-125163.55516476098,-146318.22959401962
-6107.100082290182,-6146.819132187264,-6135.151521581593,-6182.313702382291,-125810.9957946534,-147020.63316352764,-125163.95749616117,-146317.5366899415
-6112.084521303716,-6149.724858966453,-6136.604384971188,-6182.671330293576,-125810.30289057529,-147019.22500362695,-125161.36469380435,-146313.91570733974
-6102.048588043283,-6142.058210618283,-6130.658820946076,-6177.776298257863,-125806.90542541808,-147016.58749778123,-125159.95653390368,-146313.55807942845
-6096.907686818563,-6139.219539072459,-6129.5188819788555,-6177.798650002319,-125808.51475101885,-147019.02383792686,-125163.82338569444,-146318.49781495307
-6105.557811922767,-6145.813303686775,-6134.704486692487,-6181.978426215462,-125811.86751268715,-147021.59428853923,-125165.3433043174,-146319.03425682
-6114.297344004792,-6151.892978178618,-6139.018373372362,-6185.107670439204,-125813.40978305458,-147022.26484087287,-125164.42688279474,-146316.84378586337
-6107.413006712557,-6146.8861874206295,-6135.084466348228,-6182.112536682193,-125811.35342256469,-147020.87903271665,-125163.8904409278,-146317.06730330794
-6097.086500774205,-6139.331297794735,-6129.675344190043,-6177.88805698014,-125809.00648939688,-147019.60498328268,-125164.35982756136,-146318.81073937545
-6101.78036710982,-6142.505245507389,-6132.02227735785,-6179.519734325378,-125810.25818708638,-147020.43199782755,-125164.38217930582,-146318.29664925297
-6113.336218993213,-6151.110667122683,-6138.4372280165235,-6184.370062872179,-125813.56624526576,-147022.77893099535,-125164.78451070601,-146317.40257947476
-6109.961105580462,-6148.674326977054,-6136.604384971188,-6183.140716927138,-125812.78393420983,-147022.24248912843,-125164.67275198374,-146317.78255913052
-6099.679303131021,-6141.45471351799,-6131.6870011910205,-6179.743251769931,-125811.46518128696,-147021.81780598377,-125166.3491328179,-146320.71063765415
-6103.121471777138,-6144.315736808269,-6134.302155292292,-6182.067833193283,-125813.7003557325,-147024.00827694038,-125168.22667935214,-146322.29761151047
-6113.336218993213,-6151.490646778423,-6139.107780350182,-6185.353539628213,-125815.33203307774,-147024.54471880733,-125166.70676072917,-146319.52599519803
-6112.017466070351,-6150.261300833381,-6137.7890274273195,-6184.213600660993,-125814.1473906216,-147023.42713158455,-125165.65622873977,-146318.43075971972
-6101.556849665267,-6142.92992865204,-6132.849291902697,-6180.74908027042,-125812.87334118765,-147023.02480018436,-125167.33260957392,-146321.537652199
-6101.892125832096,-6143.466370518968,-6133.78806516982,-6181.799612259819,-125814.48266678843,-147024.72353276296,-125169.23250785262,-146323.50460571106
-6112.330390492724,-6150.753039211398,-6138.772504183353,-6185.241780905936,-125816.38256506714,-147025.57289905226,-125168.07021714095,-146321.0906173099
-6110.765768380853,-6148.4731612769565,-6135.889129148618,-6181.9337227265505,-125812.62747199864,-147021.57193679476,-125163.6445717388,-146316.26264050754
-6098.651122886076,-6139.5548152392885,-6129.161254067571,-6176.636359290643,-125809.27471033034,-147019.26970711586,-125163.2422403386,-146317.20141377466
-6097.4664804299455,-6139.487760005923,-6129.83180640123,-6177.88805698014,-125811.50988477588,-147021.86250947267,-125166.52794677354,-146321.04591382097
-6108.284724746314,-6147.31087056528,-6135.598556470699,-6182.268998893381,-125814.41561155506,-147023.98592519594,-125166.796167707,-146320.0847888094
-6112.062169559261,-6149.613100244177,-6136.73849543792,-6182.64897854912,-125813.87916968814,-147022.98009669545,-125164.82921419494,-146317.44728296367
-6102.227401998926,-6142.527597251845,-6131.575242468744,-6178.7597750138975,-125811.73340222043,-147021.66134377258,-125165.20919385066,-146319.01190507555
-6096.997093796384,-6139.085428605727,-6129.45182674549,-6177.597484302221,-125811.95691966498,-147022.51071006188,-125167.15379561827,-146321.87292836583
-6106.071902045239,-6145.634489731132,-6134.324507036747,-6181.307873881802,-125814.50501853289,-147024.20944264048,-125167.3996648073,-146320.93415509872
-6113.6044399266775,-6151.065963633771,-6138.079600105239,-6184.07949019426,-125815.98023366694,-147024.99175369643,-125166.70676072917,-146319.25777426455
-6105.021370055839,-6144.651012975099,-6133.184568069526,-6180.167934914582,-125813.45448654349,-147023.15891065108,-125166.1926706067,-146319.74951264256
-6095.745396106887,-6137.766675682864,-6128.110722078171,-6176.278731379358,-125811.35342256469,-147021.84015772823,-125166.41618805125,-146321.11296905435
-6103.836727599708,-6144.02516413035,-6133.028105858339,-6180.41380410359,-125814.48266678843,-147024.43296008505,-125167.8914031853,-146321.7388178991
-6111.950410836985,-6149.344879310713,-6136.470274504456,-6182.514868082389,-125814.9967569109,-147024.0976839182,-125165.83504269541,-146318.47546320863
-6104.194355510993,-6143.019335629861,-6131.172911068548,-6177.932760469051,-125811.50988477588,-147021.08019841675,-125163.71162697216,-146316.84378586337
-6096.01361704035,-6137.811379171775,-6128.088370333716,-6176.256379634903,-125811.66634698705,-147022.22013738396,-125166.77381596254,-146321.20237603216
-6102.8085473547635,-6143.444018774512,-6132.782236669331,-6180.3467488702245,-125815.4437918,-147025.61760254117,-125169.47837704163,-146323.37049524434
-6115.526689949834,-6153.010565401383,-6140.046553617305,-6186.225257661969,-125819.66827150206,-147028.85860548718,-125170.75242647558,-146323.37049524434
-6111.861003859163,-6150.127190366649,-6137.632565216132,-6184.03478670535,-125817.92483543455,-147027.38339035315,-125169.70189448619,-146322.65523942176
-6098.248791485881,-6139.823036172752,-6129.720047678954,-6177.552780813311,-125813.52154177685,-147024.00827694038,-125168.18197586322,-146322.5881841884
-6100.171041509037,-6141.231196073437,-6131.105855835182,-6178.782126758352,-125814.7508877219,-147025.05880892978,-125169.1431008748,-146323.32579175543
-6111.4363207145125,-6149.188417099526,-6136.760847182375,-6182.984254715951,-125817.18722786751,-147026.57872755275,-125168.62901075232,-146321.51530045454
-6108.35177997968,-6145.969765897962,-6133.475140747445,-6179.564437814288,-125813.63330049913,-147023.09185541773,-125164.8962694283,-146317.78255913052
-6096.952390307473,-6137.811379171775,-6127.663687189065,-6175.272902878869,-125811.33107082023,-147021.68369551704,-125165.56682176195,-146319.74951264256
-6096.483003673912,-6137.7890274273195,-6127.931908122529,-6175.876399979163,-125812.6498237431,-147023.09185541773,-125167.3996648073,-146321.71646615464
-6108.552945679778,-6146.707373464987,-6134.615079714666,-6181.084356437249,-125816.2931580893,-147025.63995428564,-125168.0478653965,-146321.0906173099
-6110.452843958479,-6147.668498476565,-6134.905652392585,-6180.771432014875,-125815.51084703337,-147024.56707055177,-125166.28207758452,-146318.92249809773
-6099.768710108842,-6140.158312339582,-6129.429475001035,-6176.74811801292,-125813.20861735448,-147023.31537286227,-125166.86322294036,-146320.80004463196
-6096.237134484903,-6137.923137894051,-6128.155425567082,-6176.234027890448,-125813.65565224359,-147024.12003566267,-125168.62901075232,-146323.10227431086
-6105.468404944945,-6144.2486815749035,-6132.581070969233,-6179.27386513637,-125815.22027435545,-147024.9023467186,-125167.66788574075,-146320.93415509872
-6112.39744572609,-6149.434286288534,-6136.582033226733,-6182.313702382291,-125817.38839356761,-147026.51167231938,-125168.13727237431,-146320.64358242077
-6100.439262442501,-6140.247719317404,-6129.205957556482,-6176.166972657082,-125812.80628595428,-147022.82363448426,-125165.90209792879,-146319.57069868693
-6094.180773995015,-6135.866777404163,-6126.434341244023,-6174.423536589567,-125812.2921958318,-147022.98009669545,-125167.3996648073,-146321.91763185474
-6102.897954332585,-6142.237024573926,-6131.26231804637,-6178.044519191328,-125814.84029469971,-147024.79058799634,-125167.95845841867,-146321.38118998782
-6112.196280025993,-6149.143713610615,-6136.492626248912,-6182.023129704372,-125817.5448557788,-147026.71283801948,-125168.36078981886,-146320.6882859097
-6103.501451432879,-6142.482893762934,-6131.239966301914,-6177.84335349123,-125814.50501853289,-147024.34355310723,-125167.17614736274,-146320.42006497624
-6094.292532717292,-6135.9114808930735,-6126.5237482218445,-6174.378833100657,-125812.76158246536,-147023.449483329,-125167.8914031853,-146322.36466674384
-6101.154518265071,-6140.962975139973,-6130.323544779247,-6177.418670346578,-125815.10851563318,-147025.23762288544,-125168.67371424125,-146322.43172197722
-6110.385788725113,-6147.400277543102,-6134.592727970211,-6180.391452359135,-125816.60608251169,-147025.84111998574,-125167.35496131837,-146319.95067834266
-6104.7978526112865,-6143.3099083077805,-6131.351725024191,-6177.731594768953,-125814.77323946635,-147024.34355310723,-125166.55029851799,-146319.74951264256
-6093.957256550462,-6135.397390770601,-6125.763788910364,-6173.417708089079,-125812.40395455409,-147023.0024484399,-125167.15379561827,-146321.60470743236
-6095.320712962236,-6135.755018681886,-6125.540271465811,-6172.680100522054,-125811.35342256469,-147021.68369551704,-125165.32095257295,-146319.32482949793
-6107.748282879386,-6145.030992630839,-6132.514015735867,-6178.22333314697,-125815.197922611,-147024.47766357395,-125166.1926706067,-146318.74368414207
-6105.513108433856,-6143.287556563325,-6131.239966301914,-6177.105745924205,-125814.37090806615,-147023.74005600694,-125165.67858048424,-146318.5872219309
-6093.778442594819,-6134.7938936703085,-6125.160291810071,-6172.590693544233,-125811.80045745379,-147022.26484087287,-125166.23737409561,-146320.55417544296
-6095.723044362431,-6136.514977993367,-6126.8143208997635,-6174.26707437838,-125813.7003557325,-147024.0529804293,-125168.02551365204,-146322.25290802156
-6107.100082290182,-6144.74041995292,-6132.759884924875,-6178.670368036076,-125816.31550983376,-147025.66230603008,-125167.71258922966,-146320.46476846514
-6106.429529956524,-6143.734591452431,-6131.463483746467,-6177.150449413115,-125814.5497220218,-147023.8965182181,-125165.5444700175,-146318.1848905307
-6092.102061760672,-6132.469312246956,-6122.5898411977105,-6169.774373742864,-125809.11824811915,-147019.51557630487,-125163.15283336079,-146317.1343585413
-6092.191468738493,-6133.206919813982,-6123.930945865029,-6171.338995854735,-125811.48753303141,-147021.99661993943,-125166.23737409561,-146320.53182369852
-6103.099120032683,-6141.052382117794,-6129.474178489945,-6175.541123812333,-125814.1473906216,-147023.67300077356,-125166.05856013997,-146318.92249809773
-6106.5412886788,-6143.511074007878,-6131.016448857361,-6176.502248823911,-125814.3932598106,-147023.60594554018,-125165.16449036176,-146317.5366899415
-6096.505355418367,-6136.537329737822,-6126.143768566105,-6173.1271354111595,-125812.6498237431,-147022.82363448426,-125166.21502235116,-146319.86127136485
-6092.638503627599,-6134.145693081105,-6124.892070876607,-6172.523638310867,-125813.20861735448,-147023.8518147292,-125168.13727237431,-146322.43172197722
-6101.78036710982,-6140.40418152859,-6129.273012789848,-6175.608179045699,-125814.92970167754,-147024.67882927405,-125167.4443682962,-146320.46476846514
-6106.809509612264,-6143.578129241244,-6131.061152346272,-6176.435193590545,-125814.5944255107,-147023.8518147292,-125165.3433043174,-146317.55904168595
-6096.72887286292,-6136.202053570993,-6125.428512743534,-6171.897789466118,-125811.73340222043,-147021.70604726148,-125164.60569675037,-146317.96137308615
-6088.3693204366355,-6129.988268612417,-6120.891108619107,-6168.4332690755455,-125809.69939347499,-147020.36494259417,-125164.71745547265,-146318.96720158664
-6097.913515319052,-6137.230233815937,-6126.6355069441215,-6173.015376688883,-125813.20861735448,-147023.20361414,-125166.25972584006,-146319.59305043137
-6104.842556100197,-6141.789989684819,-6129.317716278758,-6174.490591822933,-125813.2980243323,-147022.51071006188,-125164.00219965009,-146316.21793701863
-6095.946561806984,-6134.92800413704,-6123.796835398297,-6169.8414289762295,-125809.7440969639,-147019.58263153824,-125162.10230137139,-146315.14505328477
-6086.737643091398,-6128.267184289359,-6119.214727784959,-6166.645129519121,-125808.26888182985,-147018.86737571566,-125163.17518510524,-146317.35787598585
-6095.052492028773,-6135.017411114862,-6124.892070876607,-6171.562513299288,-125812.58276850973,-147022.64482052863,-125166.1479671178,-146319.70480915366
-6105.334294478213,-6142.415838529568,-6130.167082568059,-6175.4740685789675,-125814.84029469971,-147024.07533217376,-125165.7456357176,-146317.96137308615
-6100.7521868648755,-6138.996021627906,-6127.64133544461,-6173.46241157799,-125813.40978305458,-147023.0471519288,-125165.25389733959,-146317.9837248306
-6089.509259403856,-6130.770579668353,-6121.695771419499,-6169.014414431384,-125810.90638767558,-147021.43782632804,-125165.5891735064,-146319.68245740922
-6091.856192571663,-6132.40225701359,-6122.791006897808,-6169.8414289762295,-125811.50988477588,-147021.7507507504,-125165.61152525086,-146319.2354225201
-6104.239058999903,-6141.633527473632,-6129.764751167864,-6175.205847645503,-125815.22027435545,-147024.5000153184,-125166.37148456235,-146318.65427716426
-6103.367340966147,-6141.07473386225,-6129.317716278758,-6174.93762671204,-125815.08616388871,-147024.4553118295,-125166.3491328179,-146318.85544286435
-6091.319750704736,-6132.201091313493,-6122.746303408898,-6169.8414289762295,-125811.91221617606,-147022.42130308406,-125166.30442932897,-146320.15184404276
-6093.219648983437,-6134.123341336649,-6124.847367387697,-6171.987196443939,-125814.37090806615,-147024.9023467186,-125168.87487994134,-146322.74464639957
-6105.021370055839,-6142.795818185308,-6131.2176145574595,-6176.79282150183,-125817.45544880099,-147026.98105895295,-125169.07604564144,-146321.44824522117
-6105.244887500392,-6142.572300740755,-6130.390600012613,-6175.7646412568865,-125816.0919923892,-147025.39408509663,-125167.13144387382,-146319.2354225201
-6094.627808884122,-6135.129169837138,-6125.227347043437,-6172.03189993285,-125814.32620457724,-147024.67882927405,-125168.2490310966,-146321.82822487692
-6091.900896060574,-6133.296326791803,-6124.243870287403,-6171.406051088101,-125814.50501853289,-147025.12586416316,-125169.25485959707,-146323.25873652205
-6102.227401998926,-6140.560643739777,-6129.474178489945,-6175.228199389959,-125816.6507860006,-147026.33285836375,-125168.78547296351,-146321.31413475444
-6103.344989221691,-6140.381829784135,-6128.244832544903,-6173.417708089079,-125814.08033538824,-147023.33772460674,-125164.85156593939,-146316.86613760784
-6093.845497828186,-6133.698658191998,-6123.550966209289,-6170.17670514306,-125812.53806502081,-147022.71187576198,-125165.87974618432,-146319.25777426455
-6090.15745999306,-6131.776408168842,-6122.656896431076,-6170.154353398604,-125813.7450592214,-147024.43296008505,-125168.7407694746,-146322.83405337742
-6099.120509519638,-6138.101951849694,-6127.194300555504,-6173.350652855713,-125815.66730924456,-147025.52819556335,-125168.31608632996,-146321.20237603216
-6104.663742144554,-6141.521768751356,-6129.183605812026,-6174.311777867291,-125815.4437918,-147024.79058799634,-125166.12561537334,-146318.11783529734
-6093.018483283339,-6132.312850035769,-6121.673419675043,-6167.941530697529,-125810.5487597643,-147020.52140480536,-125163.30929557196,-146316.41910271873
-6085.709462846454,-6127.194300555504,-6118.275954517836,-6165.6169492741765,-125809.85585568618,-147020.56610829427,-125164.76215896156,-146319.01190507555
-6093.733739105909,-6133.11751283616,-6122.791006897808,-6169.103821409205,-125812.51571327636,-147022.48835831744,-125165.5891735064,-146318.74368414207
-6100.953352564973,-6137.856082660685,-6125.5849749547215,-6170.668443521076,-125812.62747199864,-147021.72839900595,-125163.15283336079,-146315.1897567737
-6090.8280123267195,-6129.496530234401,-6118.4771202179345,-6164.298196351314,-125807.17364635154,-147016.96747743696,-125159.2412780811,-146312.0381608055
-6082.960198278452,-6124.512091220867,-6115.571393438744,-6162.755925983897,-125807.41951554055,-147018.24152687093,-125162.30346707148,-146316.284992252
-6089.621018126133,-6129.78710291232,-6119.929983607529,-6166.511019052389,-125810.68287023103,-147021.03549492784,-125164.33747581691,-146317.6931521527
-6100.215744997949,-6137.386696027123,-6125.316754021258,-6170.400222587612,-125813.00745165438,-147022.3542478507,-125163.93514441671,-146315.94971608516
-6094.292532717292,-6132.469312246956,-6121.0028673413835,-6166.533370796844,-125809.65468998608,-147019.33676234924,-125161.29763857099,-146313.6921898952
-6083.407233167557,-6124.69090517651,-6115.526689949834,-6162.6218155171655,-125807.68773647402,-147018.42034082656,-125162.34817056039,-146316.12853004082
-6089.151631492571,-6129.83180640123,-6120.332315007725,-6167.159219641593,-125812.26984408735,-147022.84598622873,-125166.52794677354,-146320.06243706495
-6099.902820575574,-6137.386696027123,-6125.562623210267,-6170.89196096563,-125814.30385283279,-147023.94122170703,-125165.5891735064,-146317.6931521527
-6095.901858318074,-6133.452789002989,-6121.673419675043,-6167.159219641593,-125810.52640801984,-147020.2531838719,-125161.83408043791,-146313.96041082864
-6083.027253511817,-6123.863890631663,-6114.453806215979,-6161.414821316579,-125806.92777716253,-147017.41451232607,-125161.18587984871,-146314.76507362904
-6083.742509334387,-6124.892070876607,-6115.683152161021,-6162.890036450629,-125808.80532369678,-147019.35911409368,-125163.33164731642,-146317.04495156347
